Date,b&h,without_pca,with_pca,with_pca_and_dwt,with_pca_dwt_mooga
2016-04-08,106805.52689106751,103798.66189767087,84866.37416825685,117568.63965686432,109096.94340469361
2016-04-11,113602.6023457794,110404.97747994623,90178.09605889709,125050.94465335477,116039.59876205443
2016-04-12,116012.73102314759,107949.3071401139,88172.55428610045,122270.02613568507,118501.34762527466
2016-04-13,121049.6023457794,103048.21558356486,91908.64921420104,127450.76866487513,123646.09876205443
2016-04-14,119668.52689106751,101770.76838223661,92866.25374274259,128778.75861845024,122235.44340469361
2016-04-15,118747.8064778595,102452.63383324827,93565.97405676846,129749.11905393608,121295.0029826355
2016-04-18,116743.8819325714,104158.33770211425,95088.89751105315,131861.08384428034,119248.15833999633
2016-04-19,116229.36565144348,103595.63762092225,94575.1481411496,131148.7344457208,118722.62213851929
2016-04-20,119262.32275898746,106299.3150424921,97043.62578702364,127591.39602355205,121820.53918411258
2016-04-21,124055.48399861145,110572.09614753358,100944.70679593476,122176.96462325299,126716.36045028687
2016-04-22,120616.32275898746,113529.76445533385,103645.29300744444,126061.89602355205,123203.53918411258
2016-04-25,122186.96771748352,112128.48003150575,102365.80896813782,124287.67042235578,124807.82424880982
2016-04-26,120480.92482502747,110452.17924786014,100836.00728640566,126214.84368972028,123065.24129440308
2016-04-27,123893.01060993958,107210.54114046498,97876.1373203374,122360.49715499127,126550.40720321656
2016-04-28,127792.52689106751,103632.14455309315,100855.66800202763,117955.54135588849,130533.44340469362
2016-04-29,130392.20441181946,101246.5468281786,102907.18604554569,115018.90415648663,133188.800872345
2016-05-02,130365.12895710755,101124.3982159197,102885.81963242924,114880.18612276473,133161.14551498415
2016-05-03,130283.8819325714,101086.27627884314,102821.70408906374,114808.5999334947,133078.15833999633
2016-05-04,126628.08606465149,103925.32306991979,99936.75734986698,117918.8353918153,129344.06256057741
2016-05-05,120860.04317219544,108404.71531616613,95384.94506730472,123007.4079435426,123452.47960617066
2016-05-06,121916.1615193634,109242.95109743522,96218.37376298344,123958.582785576,124531.21791793824
2016-05-09,122891.04317219544,110116.67257875846,95352.0560710317,124950.0244664842,125526.97960617066
2016-05-10,118179.12895710755,105893.6977633898,99073.91150163472,120158.07034966291,120714.14551498413
2016-05-11,123297.24730427552,110480.72628206656,95031.20280717671,125363.12866875471,125941.88382675171
2016-05-12,128929.8819325714,115528.88146776601,99273.0894703275,131091.44320580302,131695.15833999633
2016-05-13,130229.73102314759,114247.33291748066,100273.89646953405,129637.36835829934,133022.84762527468
2016-05-16,129552.73102314759,114854.58291748066,99752.64646953405,128834.63891336833,132331.34762527468
2016-05-17,132639.84937031555,112085.5244000246,102129.54519695105,131904.65726969158,135484.58593704225
2016-05-18,133479.32275898746,111332.54033020037,101380.37989961827,132739.48069498455,136342.03918411257
2016-05-19,132531.5268910675,112182.68662384052,102110.82671510901,133550.21770450607,135373.94340469362
2016-05-20,132206.56978352356,111795.83936912556,101758.77882042518,133089.71743535632,135042.02635910036
2016-05-23,131962.84937031555,111589.7390196993,101571.21850243202,132844.37701940173,134793.08593704225
2016-05-24,130960.8819325714,112326.11907206748,102241.41430925576,131835.74953221908,133769.65833999633
2016-05-25,131664.96771748352,111730.19417582723,102688.4236241972,132544.51535558337,132915.8312789993
2016-05-26,134725.01060993958,109140.23172770711,105074.98588005657,135624.8982672655,129786.85832138821
2016-05-27,134318.8064778595,109484.03522502157,104758.18265740032,135215.9941077196,129266.33190057371
2016-05-31,133587.64523823548,110102.8762742159,105224.13036479015,134479.97285985583,128562.71070764159
2016-06-01,134589.60234577942,109254.83872233603,105907.49716928691,135488.58994817367,129526.92792413327
2016-06-02,134643.76358540345,109208.99767314168,105758.84742580622,135543.11119603747,129579.04911706541
2016-06-03,135537.40854389954,108452.63347636434,105054.95352016657,136442.69618749255,130439.03388879393
2016-06-06,134454.20441181946,109369.43697367879,105908.15677486628,135352.29202794665,129396.6299123535
2016-06-07,136918.48399861145,107283.71732341024,103967.12710033625,137832.95161199206,131768.08951470946
2016-06-08,139328.60234577942,105243.83872233603,102068.75840221615,140259.08994817367,134087.42792413326
2016-06-09,142226.1615193634,107324.75618166757,104087.54372007963,143175.90911626452,136875.8471288452
2016-06-10,140709.68813069153,108362.56824242426,105094.39903965971,144560.8426682474,135416.4934911499
2016-06-13,136891.40854389954,111246.01793038202,102141.26034634611,140498.08404016896,131742.03388879393
2016-06-14,136376.8819325714,111634.57292305781,101757.45541470547,139970.06725550097,131246.8875264892
2016-06-15,134968.7310231476,112697.9660581286,102707.55057671566,138524.99658441945,129891.77627465819
2016-06-16,132639.84937031555,110642.65870520809,100834.20934623167,136135.05488825246,127650.61468408201
2016-06-17,127819.6023457794,106621.63284537531,97169.18400519772,131188.4276795427,132166.87871862794
2016-06-20,133181.4411061554,111094.45181128719,101246.00306266233,136690.8464074175,137572.94701210406
2016-06-21,137189.29019673157,114437.77939460018,104293.3299745886,140803.77573633596,141712.51640144733
2016-06-22,137108.04317219544,114370.00353476741,104250.77566766569,140746.33464858265,141628.59914604572
2016-06-23,135104.12895710755,112698.34836051204,102624.47472408888,142805.00870558948,139558.82512108234
2016-06-24,137893.36565144348,115025.11560294368,100401.00431531736,145608.14841132375,142439.7317067757
2016-06-27,131123.36565144348,109377.61560294368,95375.71161561797,138458.14841132375,135447.2317067757
2016-06-28,127738.36565144348,106553.86560294368,92913.21161561797,134883.14841132375,131950.9817067757
2016-06-29,131583.7310231476,109761.65008399227,95710.61552339385,138944.35408454153,135922.727255024
2016-06-30,137080.96771748352,114347.4173264239,99709.71311860869,144750.1505933306,141600.63384071735
2016-07-01,134562.5268910675,116335.71880504633,101443.87079921171,142090.34972052785,138999.4229871407
2016-07-05,134995.8064778595,115973.95915004755,101128.35110011503,142547.9492841265,139446.94256035236
2016-07-06,129904.76358540345,120224.6415650561,104835.71320643827,137171.14622931692,134188.57957283405
2016-07-07,132179.48399861145,122207.91010942866,106564.73686153625,139573.54666571828,136538.05999962238
2016-07-08,125680.29019673157,116198.31584062983,111702.10386213516,132709.5532117388,129825.26640144733
2016-07-11,126655.1615193634,117099.74781694819,110915.51086363052,133739.14404731008,130832.1774388924
2016-07-12,125274.08606465149,115822.71201982905,109596.55040389467,132280.54884772512,129405.71213356403
2016-07-13,131285.84937031555,121381.59507646968,114855.73329574037,138629.75233893606,135615.05554787067
2016-07-14,125301.1615193634,115847.74781694819,109620.23642760683,144816.05949286674,129433.6774388924
2016-07-15,128307.04317219544,118627.1893452685,106877.58626383425,141639.23774604057,132538.34914604572
2016-07-18,128956.96771748352,119228.15354814936,107311.58543782642,142214.62857281137,133209.63384071735
2016-07-19,127196.76358540345,117600.54972734858,105847.13200002124,140273.07401501108,131391.57957283405
2016-07-20,126384.36565144348,116849.35163774897,105171.23371892383,139376.97629391123,130552.4817067757
2016-07-21,127765.4411061554,118126.38743486811,106320.25993733814,140900.3412803309,131978.94701210406
2016-07-22,125138.68813069153,115697.51393022944,104134.85578160694,138002.9590285914,129265.86426750568
2016-07-25,123757.6023457794,114420.46858110833,105181.19339922171,136479.58264767096,127839.38829246904
2016-07-26,121130.84937031555,111991.59507646968,102846.12805597145,133582.2003959315,125126.30554787067
2016-07-27,121537.04317219544,112367.1893452685,103190.97279397804,134030.24355923105,125545.84914604572
2016-07-28,117745.84937031555,108861.59507646968,106310.47678757698,129848.45039593149,121630.05554787067
2016-07-29,115660.68813069153,106933.51393022944,104323.16845627816,132020.77646099497,119476.36426750568
2016-08-01,115010.76358540345,106332.54972734858,103736.84435578377,131147.79367553355,118805.07957283405
2016-08-02,114983.68813069153,106307.51393022944,103712.41845627816,131116.91885863902,118777.11426750568
2016-08-03,113223.48399861145,104679.91010942866,102124.46472855599,129109.71414672496,116959.05999962238
2016-08-04,116743.8819325714,107935.10819902825,105300.3628646949,133124.1117907679,120595.15786568071
2016-08-05,119966.40854389954,110914.87431230952,108207.53882905038,136798.83932983043,123923.594694294
2016-08-08,119912.24730427552,110864.79316606928,108158.67771073373,136737.0779162562,123867.65341392902
2016-08-09,122945.20441181946,113669.27049150874,105312.04017115624,133138.32264638544,127000.2904264107
2016-08-10,121834.92482502747,112642.63087358882,106314.48979807885,134405.63217473627,125853.52085319904
2016-08-11,119316.48399861145,110313.91010942866,104012.56129863963,137280.2631180346,123252.30999962238
2016-08-12,124705.40854389954,115296.87431230952,99206.09718422542,131129.16792989374,128818.344694294
2016-08-15,127223.84937031555,117625.59507646968,97008.50646309505,128254.53698659541,131419.55554787067
2016-08-16,130960.8819325714,114049.6151363452,93747.5729532684,123988.96547628049,135279.4078656807
2016-08-17,133343.92482502747,111844.3324596484,91668.13042931209,121268.88217473628,137740.77085319904
2016-08-18,135022.8819325714,110290.6151363452,90203.0729532684,119352.46547628049,139474.9078656807
2016-08-19,137839.20441181946,107684.37284203366,87745.55078987728,116137.82264638545,142383.7904264107
2016-08-22,137812.12895710755,107709.42863579586,87769.17682366024,116168.72745824458,142355.82512108234
2016-08-23,133154.36565144348,112019.7516948779,91833.53970818172,121485.25123143794,137544.9817067757
2016-08-24,135320.76358540345,113728.661798775,89943.14151100765,119012.45358968379,139782.57957283405
2016-08-25,132856.48399861145,111657.50214606505,88217.13370700681,121825.26311803462,137237.30999962238
2016-08-26,134535.4411061554,113068.61971503477,89331.89178653562,119908.84641957881,138971.44701210406
2016-08-29,135212.4411061554,113637.61971503477,89781.39178653562,119136.09641957881,139670.69701210406
2016-08-30,133425.1615193634,115027.3816116107,88594.71206088865,121176.15594792964,137824.6774388924
2016-08-31,131015.04317219544,112837.02871886475,90108.04296527708,123927.14406133296,135335.34914604572
2016-09-01,127413.40854389954,109735.47334471924,92502.03939472044,120399.90031020764,131615.344694294
2016-09-02,127440.48399861145,109758.78943053467,92429.28953641356,120425.4860150111,131643.30999962238
2016-09-06,126844.73102314759,109245.755479729,91997.21463101805,119862.51265304211,131027.97725502399
2016-09-07,128009.1615193634,110248.5072955249,91059.77374713744,120962.87367217663,132230.6774388924
2016-09-08,129958.92482502747,111927.55014220459,89644.2513472351,122805.35679595593,134244.52085319904
2016-09-09,135402.01060993958,116614.87512389405,93305.38465429535,127948.9522625697,139866.49682823566
2016-09-12,130040.1615193634,121121.45630841477,96910.64960191194,132893.64647873334,134328.4274388924
2016-09-13,130879.64523823548,121781.67457333788,97438.82421385043,132099.42296036176,135195.50127998737
2016-09-14,127575.8819325714,118707.27149716599,94979.30175291291,135225.06608780316,131783.1578656807
2016-09-15,124190.8819325714,115557.27149716599,92459.30175291291,131504.9832921794,128286.90786568071
2016-09-16,126194.8064778595,117422.07572690233,93951.14513670199,133627.3081060222,130356.69256035236
2016-09-19,123974.24730427552,115355.6764959453,92298.02575193637,131275.54898126633,128063.15341392902
2016-09-20,124461.68813069153,115809.27726498827,92660.90636717074,131791.78985651047,128566.61426750568
2016-09-21,124272.12895710755,115632.87803403124,92709.43864978639,131591.0307317546,128370.82512108234
2016-09-22,126844.73102314759,118026.87995663866,90792.33711017457,134315.63291986496,131027.97725502399
2016-09-23,129065.29019673157,120093.27918759569,92289.19363580935,136667.39204462082,133321.51640144733
2016-09-26,124299.20441181946,124411.83127132067,88881.82950006716,131619.70591791184,128398.7904264107
2016-09-27,128252.8819325714,128241.23867372544,91708.38772760621,135806.9832921794,132482.4078656807
2016-09-28,124515.84937031555,124504.20611146961,89036.71304498904,131849.15116937668,128622.55554787067
2016-09-29,131881.60234577942,131869.95908693346,94302.62802301637,139650.10372980146,136230.38829246903
2016-09-30,133371.01060993958,130246.90222734101,95367.43393121951,141227.5124822429,137768.74682823566
2016-10-03,132883.56978352356,129641.2493366321,95018.9533403992,140711.27160699875,137265.285974659
2016-10-04,132991.8819325714,129405.6933013042,94846.36067632907,140825.9832921794,137377.1578656807
2016-10-05,137785.04317219544,133935.10331015434,91416.09978918306,135603.34588232066,142327.84914604572
2016-10-06,140465.96771748352,136540.78772787895,89497.47653631441,132761.0510634425,145096.88384071735
2016-10-07,142226.1615193634,138251.58170370903,88237.78097204439,130894.90763464,146914.9274388924
2016-10-11,140655.5268910675,136725.0269246563,89361.81712774507,132560.08193960215,145292.6729871407
2016-10-12,141955.36565144348,137988.3857198223,88431.57801489107,133651.65927152662,146635.2317067757
2016-10-13,140330.56978352356,136409.1897359356,87332.26973625415,135049.10505787304,144957.035974659
2016-10-14,140926.32275898746,136988.22290854302,87702.96536537404,134487.67167774608,145572.3687192574
2016-10-17,140709.68813069153,137061.9186348614,87568.16870781177,134146.77534266308,145348.61426750568
2016-10-18,139545.24730427552,138194.96943899957,86843.61819359058,133036.5145546992,144145.90341392902
2016-10-19,139978.5268910675,137773.36984106866,86486.7842102341,133449.63416071728,144593.4229871407
2016-10-20,142659.4411061554,135164.72547003595,84816.6578140549,136005.8086449702,147362.44701210406
2016-10-21,139166.12895710755,138563.8678307232,82657.64911886447,132675.03613062695,143754.32512108234
2016-10-24,140249.32275898746,137509.87386175958,81930.93100214234,133707.83022089794,144873.1187192574
2016-10-25,139382.76358540345,138353.0730576214,82446.13051080935,132881.5910088618,143978.07957283405
2016-10-26,137568.40854389954,136415.95787646144,83524.8275628113,131151.655736645,142104.094694294
2016-10-27,135374.92482502747,134241.10418917506,82111.40812636417,129060.23219080761,139838.52085319904
2016-10-28,136701.84937031555,132789.63343868678,82915.99088240665,130325.41652460888,141209.05554787067
2016-10-31,134643.76358540345,134832.51918087428,84082.46171236271,132158.8475614741,139083.32957283405
2016-11-01,130825.48399861145,138622.59877071803,86400.50146150822,128283.31791902568,135139.55999962238
2016-11-02,130906.73102314759,138541.95179806178,86367.80399833914,128362.97480608012,135223.477255024
2016-11-03,126925.96771748352,134194.96950794646,83740.91181694265,124460.12156511334,131111.88384071735
2016-11-04,125544.8819325714,132734.8333919186,82829.53799949879,125691.15336159163,129685.40786568071
2016-11-07,123459.73102314759,130530.33300281949,81453.55399833914,127737.80443886212,127531.72725502399
2016-11-08,125003.29019673157,132162.24212910124,82472.14345299001,126222.74525001935,129126.01640144733
2016-11-09,124705.40854389954,131847.31038166472,82275.57236229177,126515.1268723338,128818.344694294
2016-11-10,125571.96771748352,132763.46950794646,82847.41181694265,125664.56768349103,129713.38384071735
2016-11-14,124163.8064778595,131274.70819736907,81918.17099891897,124131.42992267256,128258.94256035236
2016-11-15,120345.52689106751,127237.87863422818,79398.50127159353,120314.56033572798,124315.17298714069
2016-11-16,127169.68813069153,134452.6399448056,74813.29961256644,127136.20157489424,131363.61426750568
2016-11-17,126303.12895710755,135235.2003679852,74229.48264688728,126269.96240100508,130468.57512108234
2016-11-18,125924.01060993958,134694.53502307937,74006.74361795661,125890.98405322676,130076.99682823566
2016-11-21,126925.96771748352,135766.42192874954,73343.27674679039,126892.57116183882,131111.88384071735
2016-11-22,132450.29019673157,129714.52527195022,70093.55528835533,132414.85364017132,136817.76640144733
2016-11-23,133046.04317219544,130167.7622964177,69743.099420588,131686.1416657603,137433.09914604572
2016-11-25,132585.68813069153,129717.43714688157,70013.90650371788,132146.8367036021,136957.61426750568
2016-11-28,127955.01060993958,125187.6495721135,72737.93504528282,136780.934222523,132174.74682823566
2016-11-29,130663.01060993958,122410.3690876622,71144.93504528282,134070.934222523,134971.74682823566
2016-11-30,125626.12895710755,127343.09070631454,74107.91601757286,139111.53587657574,129769.32512108234
2016-12-01,136701.84937031555,138430.69716178178,80561.53377939844,128027.63546306256,141209.05554787067
2016-12-02,136674.76358540345,138319.6128723836,80545.57036997461,127874.39906676131,141181.07957283405
2016-12-05,147506.76358540345,127339.61287238359,86929.57036997461,138010.3990667613,152369.07957283405
2016-12-06,148806.60234577942,128333.24770564317,87695.64963938377,139226.71790678814,153711.63829246903
2016-12-07,146071.5268910675,125974.90162486315,89220.87778106543,141648.74581367898,150886.6729871407
2016-12-08,143553.0860646515,128023.15399765062,90706.08826843115,139067.89662240245,148285.46213356403
2016-12-09,145963.20441181946,130042.8335248723,89284.7592431626,141402.3650214503,150774.7904264107
2016-12-12,147154.7310231476,131104.5594159856,89923.77533470008,142556.4914252589,152005.477255024
2016-12-13,150837.60234577942,134386.2316838994,87581.65015806435,146123.76302026008,155809.38829246903
2016-12-14,150918.84937031555,134458.62794320728,87541.2952453866,146202.45982430674,155893.30554787067
2016-12-15,145990.29019673157,130066.96867959642,84682.07572481775,141428.60062478282,150802.76640144733
2016-12-16,146315.24730427552,130356.52610223436,84408.70660149622,141743.35782311656,151138.40341392902
2016-12-19,149537.76358540345,133227.99278848316,86180.83325844814,144864.72422097423,154466.82957283405
2016-12-20,148752.4411061554,133795.01285169268,86547.5766699319,144104.051819546,153655.69701210406
2016-12-21,149916.8819325714,132756.5621146932,85875.91619324734,145231.94262002205,154858.4078656807
2016-12-22,147506.76358540345,134905.91064069414,84411.56999104552,142897.47422097423,152369.07957283405
2016-12-23,149104.48399861145,136230.8369804616,83412.01229580169,144445.04462121226,154019.30999962238
2016-12-27,149402.36565144348,135822.00662051057,83241.40134914641,144011.62172043254,154326.9817067757
2016-12-28,151920.8064778595,133518.39586459016,81798.97087581878,146293.20523672894,156928.19256035236
2016-12-29,152272.84937031555,133196.38321886872,81597.33921917205,146632.24802237347,156407.13756920246
2016-12-30,152056.20441181946,133394.54775439118,81399.95378420502,146423.60324698285,156028.57709730917
2017-01-03,152029.12895710755,133237.60151884126,81385.46621630341,146397.52762442426,156000.7917617684
2017-01-04,150241.84937031555,131671.42188093232,82261.68136334854,144676.24802237347,154166.65218581015
2017-01-05,152922.76358540345,134020.68681165742,80825.19446301895,147258.1624510844,156917.85624922568
2017-01-06,154087.20441181946,132864.85712873505,80201.2640202089,148379.60324698285,158112.82709730917
2017-01-09,154655.8819325714,133222.0606242337,79896.55534863909,148927.2808592875,158696.41455305865
2017-01-10,148806.60234577942,128182.78098022126,83030.71512723406,143294.00125723673,164546.68193280415
2017-01-11,145286.20441181946,125149.88276015902,80986.11182058201,146543.60586954904,160492.70373962793
2017-01-12,149239.8819325714,128556.06062423371,83189.25043905123,142733.0082590754,164861.0210003701
2017-01-13,151704.1615193634,126302.55248408935,84562.44020879612,144944.63416827802,167583.74054382715
2017-01-17,150187.68813069153,127610.14678340575,85323.96541236744,146249.96194938305,165908.22784851465
2017-01-18,150241.84937031555,127528.64828405046,85293.74472068653,146156.587853123,165968.06921814356
2017-01-19,146044.4411061554,130967.56883333635,87635.79933189259,150097.67150738934,161330.46008728418
2017-01-20,146694.36565144348,130415.32497118425,87273.15679572926,150614.9785786174,162048.54510925684
2017-01-23,150296.01060993958,133483.72457523775,89325.98630214177,154312.38366894942,166027.91058777247
2017-01-24,149591.92482502747,133975.9852831044,88907.64286494695,154881.54093940766,165249.9841961709
2017-01-25,150160.60234577942,134350.99077589082,89245.53139186343,154297.11348732025,165878.30145691306
2017-01-26,149185.7310231476,133478.7185400205,88666.29654765569,153142.1991992191,164801.19104431543
2017-01-27,152327.01060993958,136289.39817030003,86708.80291052494,156366.99877502475,168271.91058777247
2017-01-30,150377.24730427552,137899.01912643484,87868.72487707768,154365.39538147007,166117.66693542872
2017-01-31,149591.92482502747,137041.7817338758,88335.91635199223,155017.95576810872,165249.9841961709
2017-02-01,150864.68813069153,138207.85476244026,88998.30599218619,156180.5595010227,166656.22784851465
2017-02-02,150756.36565144348,138108.61249101692,88973.20315489447,156068.43693479957,166536.54510925684
2017-02-03,153193.56978352356,140341.51627672248,87534.1007150141,153386.85069361152,169229.34967468653
2017-02-06,153870.56978352356,140961.76627672248,87833.158952891,152685.35069361152,169977.34967468653
2017-02-07,150918.84937031555,138257.47589815193,89431.50411681998,155743.89112177314,166716.06921814356
2017-02-08,149104.48399861145,136595.2009767347,90467.99718551505,153717.67534003485,164711.42328308497
2017-02-09,149294.04317219544,136768.87021959358,90359.70765762198,153913.11448798407,164920.86236999903
2017-02-10,150675.12895710755,138034.18551958137,91104.34971637977,152333.59812020528,166446.7887616006
2017-02-13,153572.68813069153,140688.85476244026,92855.93921680702,149342.9489731716,169648.22784851465
2017-02-14,150566.8064778595,137934.94324815803,91038.86821766151,146273.35966532936,166327.10602234278
2017-02-15,151595.84937031555,138877.72589815193,90324.93445677054,147273.14247554055,167464.06921814356
2017-02-16,151000.0860646515,138331.90286958747,90685.51645750296,146694.31926387062,166805.8255657998
2017-02-17,150729.29019673157,138083.80665529304,90849.41395658744,146431.22327845803,166506.6301312295
2017-02-21,151162.56978352356,138480.76627672248,90587.17420667899,145863.4172262043,166985.34967468653
2017-02-22,153464.36565144348,140589.61249101692,89194.02670759452,143625.37124384346,169528.54510925684
2017-02-23,151243.8064778595,138555.19324815803,87815.91766757073,145784.43044031563,167075.10602234278
2017-02-24,153247.7310231476,140391.13741243415,88979.20030612053,147568.7240973591,169289.19104431543
