Date,b&h,without_pca,with_pca_and_dwt
2017-10-25,92373.0,271501.25,121571.75
2017-10-26,92241.5,271883.75,121744.75
2017-10-27,91781.25,273222.5,122350.25
2017-10-30,91781.25,273222.5,122350.25
2017-10-31,90992.25,275517.5,123388.25
2017-11-01,91649.75,273605.0,124278.25
2017-11-02,92241.5,271883.75,125079.25
2017-11-03,91649.75,273605.0,125880.25
2017-11-06,91584.0,273796.25,125969.25
2017-11-07,91518.25,273987.5,125879.0
2017-11-08,91649.75,273605.0,126059.5
2017-11-09,89874.5,278768.75,123622.75
2017-11-10,90400.5,280400.75,124344.75
2017-11-13,90071.75,279380.75,123893.5
2017-11-14,88822.5,275504.75,125608.25
2017-11-15,89019.75,276116.75,125887.25
2017-11-16,88559.5,274688.75,125236.25
2017-11-17,90269.0,269384.75,127654.25
2017-11-20,90795.0,270954.75,128398.25
2017-11-21,90795.0,270954.75,128398.25
2017-11-22,90860.75,270758.5,128305.25
2017-11-24,90071.75,273113.5,127192.25
2017-11-27,89151.25,275861.0,125893.75
2017-11-28,88493.75,277823.5,124966.25
2017-11-29,89217.0,280095.0,125986.5
2017-11-30,89940.25,277823.5,127006.75
2017-12-01,90729.25,275345.5,125893.75
2017-12-04,89348.5,271156.0,127841.5
2017-12-05,89414.25,270956.5,127748.75
2017-12-06,89282.75,270558.0,127560.75
2017-12-07,89151.25,270956.5,127372.75
2017-12-08,89480.0,269960.25,127842.75
2017-12-11,88559.5,267181.25,129158.75
2017-12-12,88362.25,266585.75,128871.5
2017-12-13,88625.25,265791.75,129254.5
2017-12-14,88493.75,266188.75,129446.0
2017-12-15,91452.5,275087.5,133766.0
2017-12-18,91321.0,275483.0,133574.0
2017-12-19,91452.5,275087.5,133382.0
2017-12-20,91912.75,273703.25,132710.0
2017-12-21,92438.75,275269.25,133468.0
2017-12-22,92636.0,275856.5,133752.25
2017-12-26,92833.25,276443.75,133468.0
2017-12-27,93096.25,275660.75,133846.0
2017-12-28,92636.0,277031.0,134507.5
2017-12-29,92307.25,278009.75,134980.0
2018-01-02,92964.75,276052.25,134035.0
2018-01-03,92899.0,276248.0,133940.25
2018-01-04,92373.0,274684.0,133182.25
2018-01-05,92438.75,274879.5,133277.0
2018-01-08,91386.75,271751.5,131761.0
2018-01-09,91847.0,273120.0,132424.25
2018-01-10,91847.0,273120.0,132424.25
