date,open,high,low,close,volume,RSI,PPO,ADX,MOM,CCI,ROC,WILLR,SMA20,SMA50,SMA100,EMA20,EMA50,EMA100,PSAR,OBV,ADOSC,MFI,ATR,BBANDS_upper,BBANDS_middle,BBANDS_lower,STOCH_K,STOCK_D,MACD,MACD_S,MACD_H
2003-02-25,33.650001525878906,34.189998626708984,33.540000915527344,17.21756362915039,13866500,,,,,,,,,,,,,,,13866500.0,,,,,,,,,,,
2003-02-26,33.90999984741211,34.13999938964844,33.630001068115234,17.06627655029297,12328300,,,,,,,,,,,,,,33.540000915527344,1538200.0,,,,,,,,,,,
2003-02-27,33.939998626708984,34.29999923706055,33.810001373291016,17.136873245239258,12705200,,,,,,,,,,,,,,33.55200088500977,14243400.0,,,,,,,,,,,
2003-02-28,34.150001525878906,34.43000030517578,33.91999816894531,17.157047271728516,12936600,,,,,,,,,,,,,,33.5819208190918,27180000.0,,,,,,,,,,,
2003-03-03,34.38999938964844,34.72999954223633,34.20000076293945,17.378948211669922,12094000,,,,,,,,,,,,,,33.632805588256836,39274000.0,,,,17.402373541946933,17.19134178161621,16.980310021285486,,,,,
2003-03-04,34.70000076293945,34.7400016784668,34.16999816894531,17.26296043395996,10453100,,,,,,,,,,,,,,33.720581104575196,28820900.0,,,,17.418957138575376,17.200421142578126,16.981885146580876,,,,,
2003-03-05,34.22999954223633,34.91999816894531,34.220001220703125,17.61093521118164,12192000,,,,,,,,,,,,,,33.822523161964355,41012900.0,,,,17.656793683457273,17.30935287475586,16.961912066054445,,,,,
2003-03-06,34.75,34.86000061035156,34.40999984741211,17.42938232421875,12140800,,,,,,,,,,,,,,33.95422016280207,28872100.0,,,,17.67567207579401,17.36785469055176,17.060037305309507,,,,,
2003-03-07,34.099998474121094,34.880001068115234,34.08000183105469,17.545377731323242,13199300,,,,,,,,,,,,,,34.07011352353926,42071400.0,,,,17.691047125377228,17.4455207824707,17.199994439564176,-1692.2857799534413,-1550.1962157770147,,,
2003-03-10,34.790000915527344,34.880001068115234,34.349998474121094,17.323471069335938,11639200,,,,,,,,,,,,,,34.08000183105469,30432200.0,-2039429224.5182543,,,17.695504137446655,17.434425354003906,17.173346570561158,-1870.770528157552,-1696.901934012955,,,
2003-03-11,34.75,34.939998626708984,34.54999923706055,17.434425354003906,13179300,,,,0.21686172485351562,,1.2595378157125303,,,,,,,,34.08000183105469,43611500.0,-2268719500.305131,,,17.66856308052685,17.468718338012696,17.26887359549854,-1966.2631200939188,-1843.106476068304,,,
2003-03-12,34.56999969482422,34.56999969482422,33.22999954223633,17.177221298217773,18850500,,,,0.11094474792480469,,0.6500817421882132,,,,,,,,34.939998626708984,24761000.0,-2305976292.0556774,,,17.63024272590234,17.38197555541992,17.1337083849375,-1623.0442039981237,-1820.0259507498647,,,
2003-03-13,34.380001068115234,34.63999938964844,33.91999816894531,17.394073486328125,13468400,,,,0.2572002410888672,,1.50085863044076,,,,,,,,34.939998626708984,38229400.0,-2312591336.1746902,,,17.619364765047933,17.3749137878418,17.130462810635663,-1266.7922891587152,-1618.6998710835858,,,
2003-03-14,34.54999923706055,34.79999923706055,34.040000915527344,17.343645095825195,15109200,,,,0.1865978240966797,23.031998876621646,1.087587048874994,-1029.0270732109952,,,,,,,34.90579864501953,23120200.0,-2321099525.507476,,,17.510011643153643,17.334567260742187,17.15912287833073,-931.2881934684614,-1273.7082288751,,,
2003-03-17,34.45000076293945,35.25,34.31999969482422,17.676502227783203,17120900,59.49918989852413,,,0.29755401611328125,125.31234265947829,1.7121520387147093,-869.9749400884933,,,,,,,33.22999954223633,40241100.0,-2314000178.3989697,64.41856376745598,17.40012836456299,17.728092814373795,17.40517349243164,17.082254170489485,-875.026685415734,-1024.3690560143034,,,
2003-03-18,34.97999954223633,35.25,34.619998931884766,17.777362823486328,12781400,61.24192120813785,,,0.5144023895263672,153.65473776265682,2.9798040231525214,-864.9818424228232,,,,,,,33.2703995513916,53022500.0,-2322245626.423397,71.03202892027988,17.412511893681117,17.91602255215104,17.473760986328124,17.031499420505206,-821.3279519074372,-875.8809435972107,,,
2003-03-19,35.29999923706055,35.72999954223633,35.209999084472656,17.948829650878906,12074500,64.07226885560013,,,0.3378944396972656,233.20206830639728,1.9186626697867082,-711.2467956542969,,,,,,,33.30999156036377,65097000.0,-2373406616.0376053,71.01452743144914,17.451092238328894,18.08692700972018,17.62808265686035,17.16923830400052,-805.7803713410034,-834.0450028880581,,,
2003-03-20,35.369998931884766,35.88999938964844,35.2599983215332,17.948829650878906,12171300,64.07226885560013,,,0.5194473266601562,188.96184092651728,2.980296817164696,-674.4801040580637,,,,,,,33.406791879638675,65097000.0,-2395271903.782934,70.9756214893329,17.486097774074654,18.186014996347957,17.739033889770507,17.292052783193057,-839.0533108907475,-822.0538780463959,,,
2003-03-21,36.0,36.0099983215332,35.56999969482422,18.155601501464844,14987200,67.40158262098026,,,0.6102237701416016,172.5711090707719,3.4779745382864435,-642.2447719413799,,,,,,,33.55578433023926,80084200.0,-2568703949.7418327,71.50571908592521,17.527174266687485,18.230158221076987,17.901425170898438,17.57269212071989,-902.8840444525969,-849.2392422281158,,,
2003-03-24,35.95000076293945,36.0099983215332,35.29999923706055,17.80762481689453,12115300,57.70952765197349,,,0.48415374755859375,106.2320924471533,2.794784865116262,-654.7619243646742,17.489647579193115,,,17.489647579193115,,,33.75212144954278,67968900.0,-2599935903.9825897,70.73795977903222,17.55054730621469,18.195756118701595,17.927649688720702,17.65954325873981,-1011.9305501918152,-917.9559685117197,,,
2003-03-25,35.650001525878906,36.150001525878906,35.54999923706055,17.989173889160156,11220700,60.870890264407905,,,0.55474853515625,111.66895484977724,3.1819146538652587,-621.9457294362483,17.528228092193604,,,17.53722151347569,,,33.93275159930201,79189600.0,-2588911087.8138485,70.64760768837566,17.607106549269666,18.192861846196024,17.970011901855468,17.747161957514912,-1332.6652713501878,-1082.4932886648664,,,
2003-03-26,35.75,36.119998931884766,35.72999954223633,18.08500289916992,13101600,62.46583692802552,,,0.9077816009521449,102.27914240551617,5.284798892626075,-618.663916254388,17.57916440963745,,,17.589391169256093,,,34.1544765919597,92291200.0,-2730427674.3103676,77.15690860928372,17.644515013087876,18.235814333265395,17.997246551513673,17.75867876976195,-1657.0965298620456,-1333.8974504680161,,,
2003-03-27,35.70000076293945,36.150001525878906,35.52000045776367,18.11525535583496,10586700,62.97886864287657,,,0.7211818695068359,81.09248034461076,4.146135579303434,-617.6278739217282,17.628083515167237,,,17.639473472739795,,,34.35402908535162,102877900.0,-2729588320.692196,78.04887372157953,17.674549556917956,18.27902412569144,18.030531692504884,17.782039259318328,-1927.8316237176775,-1639.1978083099702,,,
2003-03-28,35.619998931884766,36.20000076293945,35.619998931884766,18.170734405517575,8197300,63.951956873780226,,,0.8270893096923793,78.9475691297503,4.768832071474227,-607.0457557978237,17.67876787185669,,,17.690069752051965,,,34.53362632940435,111075200.0,-2640645281.7919903,77.68510191985118,17.70384926050271,18.288358829602068,18.03355827331543,17.77875771702879,-1951.5817900273512,-1845.5033145356913,,,
2003-03-31,35.45000076293945,35.650001525878906,34.869998931884766,17.626062393188477,14409200,50.04445248824443,,,-0.05043983459472656,-8.054972809427351,-0.28534963503948907,-625.3848732544877,17.69112358093262,,,17.683973813112583,,,34.733591261428565,96666000.0,-2571500440.069771,70.1103775565818,17.68780767906404,18.38667422842341,17.99724578857422,17.60781734872503,-1740.50411610431,-1873.3058432831128,,,
2003-04-01,35.25,35.849998474121094,35.130001068115234,17.979095458984375,11611000,56.62812964353283,1.8966094396170932,,0.20173263549804688,21.539434355966588,1.134772561605879,-799.1616041118374,17.726930332183837,,,17.712080636528945,,,34.869998931884766,108277000.0,-2489143027.6138325,79.15409083161205,17.726102564911795,18.384909048501324,17.99523010253906,17.605551156576798,-1489.9247373005685,-1727.3368811440762,,,
2003-04-02,35.95000076293945,35.9900016784668,35.61000061035156,18.00430679321289,9436800,57.06331913628359,1.876672164047196,,0.055477142333984375,55.970260574115684,0.30908501229922614,-842.3932988479966,17.7465989112854,,,17.739911699070273,,,34.869998931884766,117713800.0,-2510394709.227463,78.73490673977615,17.74644568309541,18.35912557466179,17.979090881347656,17.599056188033522,-1278.2070660716133,-1502.878639825497,,,
2003-04-03,35.709999084472656,35.84000015258789,34.939998626708984,17.676502227783203,12929200,50.033630087332746,1.693682006998305,11.863306678748918,-0.2723274230957031,-55.1064430579861,-1.517243343397423,-985.2919154842126,17.75895490646362,,,17.733872701804838,,,36.20000076293945,104784600.0,-2452804889.708084,71.07042369220359,17.752820517115378,18.30611848836905,17.891340255737305,17.476562023105558,-1276.9429115565092,-1348.3582383095634,,,
2003-04-04,35.2599983215332,35.56999969482422,35.20000076293945,17.91353416442871,10387200,54.40734544047159,1.50533050787744,12.738670237948156,-0.2420673370361328,-51.46455236180358,-1.333292851887069,-1157.3699624325186,17.777362728118895,,,17.750983317292825,,,36.17480072021485,115171800.0,-2518391153.766178,69.95038903456954,17.762868870681494,18.155180798332935,17.83990020751953,17.524619616706126,-1358.2680321998407,-1304.472669942654,,,
2003-04-07,35.97999954223633,36.0,35.0,17.676502227783203,11947700,49.72037913531421,1.2626735596345562,12.44042455435837,-0.13112258911132812,-68.42630840741816,-0.7363283450745661,-1392.7423333295092,17.79501428604126,,,17.74388988019667,,,36.15010467834473,103224100.0,-2451790759.659546,62.632795755210836,17.785982939602196,18.13942316505414,17.849988174438476,17.56055318382281,-1478.446104969604,-1371.219016241984,,,
2003-04-08,35.0,35.08000183105469,34.45000076293945,17.43946647644043,12540700,45.4992360679465,0.9124310633783309,13.124979943955632,-0.5497074127197266,-218.2041208139672,-3.0557679641474045,-1072.030530657087,17.795266342163085,,,17.714897175077027,,,36.12590255731202,90683400.0,-2421123727.5088005,55.280254732959534,17.75866270129286,18.14039415229357,17.742062377929688,17.343730603565806,-1413.3501155675388,-1416.6880842456605,,,
2003-04-09,34.900001525878906,35.209999084472656,34.400001525878906,17.383987426757812,11925300,44.545991986642605,0.6866520799011439,13.445824844214425,-0.7010154724121058,-161.55509274713253,-3.876225380335885,-1045.3345173028383,17.805604648590087,,,17.683381960951387,,,36.058866485537116,78758100.0,-2351692578.904991,55.137199982543294,17.759510551774245,17.99833684571379,17.61799850463867,17.23766016356355,-1263.1952954390376,-1384.9971719920595,,,
2003-04-10,34.4900016784668,34.79999923706055,34.31999969482422,17.48990249633789,8725400,46.83597010229742,0.478212091332282,13.881322033215383,-0.6253528594970703,-154.5263143811232,-3.4520786332478792,-995.2174274751385,17.810396099090575,,,17.66495534527391,,,35.95933458795762,87483500.0,-2306961753.9309464,47.907714481421735,17.734974927383423,17.96729834768292,17.58067855834961,17.1940587690163,-1054.2491928283591,-1243.5982012783113,,,
2003-04-11,34.599998474121094,34.900001525878906,34.20000076293945,17.313390731811523,9260300,43.60429117626426,0.14039845173166202,14.494840715104646,-0.8573436737060511,-131.6694919542614,-4.718266496954115,-944.3305015563965,17.808883380889892,,,17.631473001134633,,,35.828187796506946,78223200.0,-2224044447.389782,48.875833692530485,17.711769506108965,17.706347371455323,17.46064987182617,17.21495237219702,-1001.1462042429827,-1106.1968975034592,0.05039129068565629,0.19969717976023243,-0.14930588907457615
2003-04-14,34.2599983215332,34.90999984741211,34.2599983215332,17.585716247558594,8152000,49.40469543037945,-0.11755907494820755,15.03606590857042,-0.04034614562988281,-91.25232777400402,-0.22890050386679128,-930.714225769043,17.80434408187866,,,17.627115215079773,,,35.6653690931502,86375200.0,-2123608473.4294205,47.7455549384756,17.703543763929794,17.627662903583555,17.44249267578125,17.257322447978943,-1194.9727052993978,-1083.4560341235792,0.042108253590484424,0.16817939452628283,-0.1260711409357984
2003-04-15,34.88999938964844,35.099998474121094,34.61000061035156,17.676502227783203,8858200,51.206426485904835,-0.42647524850767715,14.994145224302555,-0.3025932312011719,-44.62649103274503,-1.6830281139086023,-926.1749267578125,17.799301052093504,,,17.631818740099146,,,35.51883226012912,95233400.0,-2087090685.620617,46.1364749061069,17.69002508268927,17.752767305427877,17.489899826049804,17.22703234667173,-1406.3731569044905,-1200.830688815623,0.042381014931663685,0.14301971860735901,-0.10063870367569533
2003-04-16,35.16999816894531,35.16999816894531,34.47999954223633,17.49493980407715,9622300,47.55886127296876,-0.5011970645023771,15.224025321127789,-0.5093669891357422,-50.37161569340905,-2.829139688553628,-935.2530479431152,17.776606559753418,,,17.618782650954195,,,35.38694911041016,85611100.0,-2036208895.03833,46.533498353094586,17.6759872868659,17.753287347417594,17.512090301513673,17.270893255609753,-1667.716636565692,-1423.0208329231928,0.027628130160518793,0.11994140091799096,-0.09231327075747217
2003-04-17,34.470001220703125,35.060001373291016,34.470001220703125,17.666410446166992,9032300,51.10146769792774,-0.753554149961482,15.458692839881236,-0.010091781616210938,-38.69857435438451,-0.057091507619355664,-1018.5331847013621,17.762485599517824,,,17.62331863145065,,,35.26825427566309,94643400.0,-1996859516.507225,46.73772905940276,17.668064021319328,17.815438776584482,17.547391891479492,17.279345006374502,-1687.555638797763,-1587.2151440893147,0.02943332145911981,0.10183978502621674,-0.07240646356709693
2003-04-21,35.099998474121094,35.15999984741211,34.70000076293945,17.585716247558594,8200400,49.409852524012074,-0.991272909454374,15.358070775148642,-0.3278179168701172,-16.809492295253644,-1.8300013490418432,-1023.0161976353105,17.73399133682251,,,17.61973745203236,,,35.16999816894531,86443000.0,-1995990713.9962082,54.53514026056266,17.655601548456882,17.73358821190289,17.601856994628907,17.470125777354923,-1753.0044134460966,-1702.75889626985,0.024075078610813705,0.08628684374313614,-0.06221176513232243
2003-04-22,34.689998626708984,35.56999969482422,34.5,17.863088607788086,11554900,54.932385544045445,-1.0150850313736381,14.418170445859568,0.1865863800048828,29.586011446023413,1.055561658072901,-1007.606615535573,17.73676452636719,,,17.642913752580526,,,34.20000076293945,97997900.0,-1932188255.9123688,54.473841157935446,17.679078826943222,17.90111126692012,17.657331466674805,17.41355166642949,-1682.1862748878273,-1707.5821090438951,0.04172923527377037,0.07737532204926298,-0.03564608677549261
2003-04-23,35.16999816894531,35.34000015258789,34.810001373291016,17.822750091552734,12681600,54.00900656032456,-1.0889631987758355,13.545405854376856,0.3832836151123047,53.46879786147703,2.1977943856831716,-1009.847645165187,17.728443336486816,,,17.660041022958833,,,34.22740074157715,85316300.0,-1993127858.6606827,55.43702960291279,17.66463830679012,17.96515433980504,17.68658103942871,17.40800773905238,-1618.4829949903303,-1684.5578944414176,0.05186740532114342,0.07227373870363907,-0.020406333382495645
2003-04-24,35.04999923706055,35.33000183105469,34.900001525878906,17.71683120727539,8994600,51.55831635890823,-1.0570998550763762,12.734981590857194,0.3328437805175781,58.92238084302841,1.9146572782563043,-1015.7320301191669,17.71003475189209,,,17.665449611941362,,,34.25425272064209,76321700.0,-2068455440.795761,57.01200577538792,17.653396409126678,17.933632268846985,17.730959320068358,17.52828637128973,-1515.3758522392307,-1605.348374039129,0.05076996481395568,0.06797298392570239,-0.01720301911174671
2003-04-25,35.0,35.0099983215332,34.5,17.545377731323242,11468800,47.77897085483978,-0.9209470652556815,12.748106945714907,0.05547523498535156,-36.17620710030327,0.3171843582145062,-1025.2572272649245,17.681540870666502,,,17.654014194739638,,,34.28056766012573,64852900.0,-2157508028.498268,49.2836042223686,17.627665745207473,17.957654495794177,17.70675277709961,17.45585105840504,-1540.3169077435953,-1558.0585849910515,0.035654371294317144,0.06150926139942534,-0.0258548901051082
2003-04-28,34.880001068115234,35.599998474121094,34.81999969482422,17.858051300048828,11482100,54.35072507884296,-0.6789669450449544,12.449397562723789,0.5446605682373047,143.43271260152187,3.145891966941794,-1267.2840128501011,17.665906715393067,,,17.67344630000718,,,34.3063563008197,76335000.0,-2160349298.9929085,57.61113074960028,17.658162530749642,18.001382592303337,17.761219787597657,17.521056982891977,-1540.1562278480026,-1531.9496626102755,0.048347973064228,0.05887700373238587,-0.010529030668157871
