Date,b&h,without_pca,with_pca,with_pca_and_dwt
2016-05-13,132802.38039669453,70947.54775458922,75099.36578824841,77854.30712283478
2016-05-16,131753.7058710293,71520.85036492372,75873.63034562187,78613.27000911391
2016-05-17,133940.089907567,70325.57037607723,74259.364310863,77030.90646516056
2016-05-18,130635.77184856328,72132.016630124,76699.03104897954,79422.3584456068
2016-05-19,130408.23296554733,72256.41045527474,76488.9613101192,79204.9728451941
2016-05-20,130368.65179714901,72278.04918741468,76435.71121809665,79180.94692196402
2016-05-23,130487.38020655129,72213.14124375313,76428.9214842445,79253.01552844944
2016-05-24,130061.9656731291,72445.71222408705,76601.65857155727,78994.7872513527
2016-05-25,131981.2447540452,71396.45653977299,75477.7227673632,80159.79712148078
2016-05-26,131822.95027203733,71482.99496281621,75570.4205087725,80175.82280874539
2016-05-27,132663.87649888577,71023.26681156248,75077.97149266084,79664.55929534044
2016-05-31,132555.05092947942,71082.76094580993,75141.70008486185,79730.72270086475
2016-06-01,131431.3255526401,70410.65098663153,75799.75716351678,80413.92149514935
2016-06-02,131142.94439991994,70494.79942809058,75968.63406423423,80589.25050336929
2016-06-03,131719.72187932255,70185.65118767148,75630.87137687979,80238.58326151459
2016-06-06,131053.4483705201,70542.76860338174,76021.04321763763,80643.66199984292
2016-06-07,128517.62131978924,71901.95216851083,77506.03143217068,82185.38564449933
2016-06-08,129243.55884819158,71512.85530260646,77080.92015581057,81744.03257518857
2016-06-09,128915.39156642997,71688.7504117997,77273.09593754256,81943.55062100667
2016-06-10,128627.0104137098,71843.3204654464,77441.97283826002,82118.87962922662
2016-06-13,128159.62202822768,72093.83700280113,77715.67693170381,82403.04085580865
2016-06-14,127165.1812376636,72626.84952770463,78298.02455419367,83007.6376399551
2016-06-15,124589.57564487246,74007.3540818174,79806.3072067815,84573.54570950224
2016-06-16,125872.40517513786,73319.76743670432,79055.0782406144,83793.61530442843
2016-06-17,126697.7928521815,72877.36606505934,78571.72864763747,84258.40151169866
2016-06-20,126479.01466434042,72994.62947118818,78699.84583545882,84113.04596471862
2016-06-21,126956.34958208288,72738.78166994682,78420.31702176138,83711.316982651
2016-06-22,127075.67762128265,72674.82276955862,78350.43815055685,83631.91972699668
2016-06-23,126936.45651756217,72749.44419772009,78431.96646226864,83724.5532240247
2016-06-24,127622.6155039042,72381.6683207994,78030.14962396328,83268.00385957144
2016-06-27,125743.13060367774,73389.05760097915,79130.78183207256,84518.55606944975
2016-06-28,124022.74469773017,74311.17105834988,80138.24517388231,85663.24863722031
2016-06-29,126866.84596570191,72786.75491180083,78472.73061812455,83770.86997253873
2016-06-30,126707.73938444187,72872.0348011727,78565.90392738384,83876.73466279347
2016-07-01,127025.96013394314,72701.47095586608,78379.55286590547,83665.00023413697
2016-07-05,128945.2235762299,71672.76068670266,77255.62621974143,82387.98058965824
2016-07-06,128676.73548803045,71816.6682125761,77412.85367995162,82566.62441488044
2016-07-07,130884.39525699968,70633.37975664025,76120.04124715057,81097.7146075118
2016-07-08,130476.67089111745,70851.91684380086,76358.8059049921,81369.00202605601
2016-07-11,133638.98532160936,69156.94091850803,74506.94473071572,79264.8939808649
2016-07-12,134444.4799341323,68725.2020746363,74035.24457824606,78728.94231261034
2016-07-13,134136.2057168914,68890.43465605627,74215.77091947079,78934.05862057996
2016-07-14,132863.32271888637,69572.69003728271,74961.17516538425,79780.99633520588
2016-07-15,133837.8704449297,69050.34004015247,74390.47698340166,79132.56185600974
2016-07-18,134076.54169729148,68922.41410625039,74250.71035507307,78973.75724840714
2016-07-19,135627.8669027375,68090.91586870102,73342.24948573601,77941.55253972518
2016-07-20,136264.30840174004,67749.78817808778,72969.54736277925,77518.08368241218
2016-07-21,136691.92583214294,67520.58856315394,72719.1332644305,77233.56002249432
2016-07-22,135359.378814538,68234.82339457447,73499.47694594621,78120.19636494739
2016-07-25,135806.8741354994,67994.96938499303,73237.42229300967,77822.44655994973
2016-07-26,135786.98107097868,68005.63191276629,73249.07173351695,77835.68280132343
2016-07-27,136035.59126861973,67872.3787815404,73103.48482789447,77670.26512118097
2016-07-28,135598.03489293755,68106.90559379807,73359.71920353714,77961.40185363874
