Date,C0,C1,C2,C3,C4,C5
2007-07-30,0.6593893891479274,0.728637706146657,-0.2294635218429105,0.12697893384999107,0.16075310154994835,0.018257435567415863
2007-07-31,0.6453780197316749,0.7263239614479917,-0.22855155235140145,0.17012578243160437,0.20765833362064393,0.0187419589170202
2007-08-01,0.6462954826453506,0.72794098453215,-0.2289355888457677,0.17592964532879274,0.22433119620135264,0.015569873949882728
2007-08-02,0.6319852903840547,0.728112479584715,-0.22258767429299767,0.27679039147038187,0.33634933019454466,0.017867395716505568
2007-08-03,0.6496798301013802,0.7299440267042633,-0.2258208708686021,0.19896540001108665,0.24807647031610663,0.01738222575058446
2007-08-06,0.6682667649416989,0.7391923312883488,-0.21233464828455126,0.2894150489039524,0.3773209294973533,0.014787722082396466
2007-08-07,0.68498587415423,0.7439162361743977,-0.2068328761146548,0.2940898500422626,0.36433065532242354,0.022395992563249686
2007-08-08,0.7048323112179152,0.7468244895902344,-0.2066022243629738,0.2429853637961509,0.3122855177385621,0.021351447213287328
2007-08-09,0.7257069567545407,0.7521331541313346,-0.20115220817152787,0.24801609722294496,0.33013854716695795,0.020173740519011156
2007-08-10,0.7471750868754823,0.7444422592922433,-0.1942519744150974,0.17756905202441067,0.22006001438544295,0.017015453987311357
2007-08-13,0.7500063425671603,0.6855071149441425,-0.14721901607451363,0.18048844833819935,0.18058461907291395,-0.04217504745760535
2007-08-14,0.7561872839010989,0.6157074686876,-0.08171989606271432,0.21924202259719894,0.14479128975208874,-0.11802611768904182
2007-08-15,0.7525724334762244,0.4586605537549083,0.016274085066176554,0.24978149878823722,0.07902242408024505,-0.21051629058643698
2007-08-16,0.7638826736626225,0.47120530466537935,0.02903248094586263,0.2894094908121847,0.11845643310493469,-0.2447829524021676
2007-08-17,0.7700004444213152,0.41003183185025205,0.04507414511730485,0.2255004653343766,0.05010496431549925,-0.2127068393486187
2007-08-20,0.7726747077427484,0.5290745938103754,-0.038627946254736895,0.23301244424464082,0.12403523267118702,-0.1379355318038683
2007-08-21,0.7700746260790668,0.6419333707257545,-0.07856961983884704,0.2637293045259016,0.194607511348956,-0.12922167145784413
2007-08-22,0.780837454970415,0.7136740256661704,-0.14377346579184994,0.20628620679248116,0.16674729438233737,-0.05282290977724561
2007-08-23,0.7821691012882217,0.5188838579165317,-0.08958276133549241,0.19745309854181414,0.20173101791551687,0.0135926962602599
2007-08-24,0.8041130683887636,0.19576759470442076,0.07074578395132394,0.16372850442317527,0.1261523030224316,0.011562705407642334
2007-08-27,0.8067686187455733,-0.05569889425820788,0.2209176079677649,0.23192477057891867,0.09977851322338457,-0.09746844931505878
2007-08-28,0.8097054163336789,-0.14185118289405377,0.2798984359542181,0.28179922004007224,0.07088639861352343,-0.20346507624747737
2007-08-29,0.8033813786470833,-0.43030432347898595,0.37201172292538426,0.2861960492874425,0.16703203460941662,-0.1063037119748387
2007-08-30,0.8052027503392538,-0.4135606640119763,0.33444684566760785,0.25340800937798386,0.14377974808818578,-0.09178278689561056
2007-08-31,0.796449758668536,-0.469903474978056,0.34602368132586425,0.2531975601228602,0.14743709746197076,-0.08245964275387817
2007-09-04,0.7764385196710907,-0.5614678605337383,0.3414794683521625,0.2841958940662372,0.24085627785919628,-0.027672786490969947
2007-09-05,0.7685434129997902,-0.634270839689419,0.3536905442440154,0.2848526719463836,0.20713863689032996,-0.045105688171096385
2007-09-06,0.7396932069928995,-0.6232842681726458,0.3111115281477361,0.3536044482700991,0.32584687570129717,-0.03280972018713779
2007-09-07,0.734632160389407,-0.6191153747378743,0.2787820764646054,0.3272105212725426,0.2931137006049038,-0.015056246829975063
2007-09-10,0.7262490711501728,-0.6342638975644058,0.24618601610520185,0.29864050777837303,0.31428452859015543,0.03319314354538597
2007-09-11,0.7104940332205653,-0.7290617778286058,0.25266243637631647,0.3132685962676885,0.3714827928227289,0.05431012823233258
2007-09-12,0.6907354080608205,-0.8215107754563206,0.26000496950176355,0.3100439071056396,0.4198287192591658,0.0635002681322558
2007-09-13,0.6869303339856846,-0.7373753415976457,0.24868419904186506,0.2947625913009774,0.36945016633345434,-0.004545809654700593
2007-09-14,0.6777703318209424,-0.5736088628880177,0.17966665677197247,0.2923116077807266,0.37677793987428243,-0.011080086221901105
2007-09-17,0.6672065888435345,-0.545208093402855,0.11464068559577548,0.24652054633686213,0.4003238847555682,0.05665084945773709
2007-09-18,0.6482418144095868,-0.5237208570067302,0.0798010773281734,0.24637484344811827,0.4712181830215596,0.08970345442467823
2007-09-19,0.6397070171104605,-0.6299089283013235,0.11872177397117367,0.2385232172584306,0.4555552424130115,0.061608547156181456
2007-09-20,0.6339850523002762,-0.6996280642957518,0.15308963867772196,0.2225278686364301,0.4166747557038749,-0.0010131878514290213
2007-09-21,0.6147313332109179,-0.7303272855430385,0.17193593956748054,0.24051984611617697,0.4184004750614518,-0.07691612674716125
2007-09-24,0.6096409543279615,-0.623223503917908,0.13235772602834628,0.2295537225890475,0.3956780206741014,-0.12539929165806304
2007-09-25,0.5929080607596747,-0.2946861756495996,-0.012420999415687929,0.2672847767804409,0.45155428149376714,-0.12437667506436319
2007-09-26,0.5822984376368554,-0.07733004978548128,-0.13593522344751083,0.2247164059444846,0.4551263479323541,-0.05791612895168643
2007-09-27,0.5847791564910162,-0.31890585922705167,-0.0719134405259702,0.12724310512296366,0.4926990519638418,0.11213493685197386
2007-09-28,0.5811062121935322,-0.24709517840122336,-0.057265347362843014,0.10835035353399307,0.3709280921800468,-0.018312275270060817
2007-10-01,0.5791452461217002,-0.01587286289304001,-0.09601507000284648,0.20804216969590472,0.3232258206403942,-0.19097944829103053
2007-10-02,0.574917240723457,0.15932047017736023,-0.2023742683742918,0.20191559257975544,0.3201443790331301,-0.1507123333993197
2007-10-03,0.5689056315363186,0.24015885104782084,-0.2864983844674812,0.19342830657128257,0.3695195541075477,-0.04103111729944082
2007-10-04,0.5699531440100676,0.05832504066649015,-0.23202219392339124,0.15768734372391216,0.42779831983837074,0.08458099103513168
2007-10-05,0.5752648590670199,-0.03372682762195134,-0.15170570532622668,0.17481400919768186,0.3284332801860683,-0.021968024630264055
2007-10-08,0.5784445084581872,0.26007750630031307,-0.20954257042963584,0.2329908970108614,0.18747356462413134,-0.2160335272868565
2007-10-09,0.5866007919027996,0.11728868047366578,-0.16055823219137466,0.21907117061317327,0.19327510515739657,-0.1324622043384288
2007-10-10,0.5596636848545802,-0.029544032724008268,-0.12612538528770084,0.33257127299968886,0.37787015601723933,-0.013250917690060917
2007-10-11,0.579429022922763,-0.332591267233772,0.037666604565009615,0.220857463268544,0.2104414367697736,-0.011591037813631685
2007-10-12,0.5861437066873275,-0.49586288732287814,0.11439437859051982,0.2000304630303309,0.1215683615772134,-0.052401675607145225
2007-10-15,0.57168435244875,-0.7124434889056748,0.18250866692615958,0.14627161900633387,0.10393786125559508,-0.039181588026057826
2007-10-16,0.5331258324748173,-0.7959587402575561,0.20027385294082017,0.25513538027239285,0.263849213291804,-0.04844474458915045
2007-10-17,0.5142114447180611,-0.7100066358131331,0.15572917651700918,0.2634626356826499,0.30153031344355513,-0.08201799026823414
2007-10-18,0.504330156625653,-0.7738901189466276,0.15421862882325865,0.19584395116834127,0.278403054092679,-0.05242969623845571
2007-10-19,0.48796283803122853,-0.6580464882490735,0.09217473572539989,0.19456449097729586,0.30911085104419894,-0.06246170380215383
2007-10-22,0.49421039921531373,-0.5678501075131642,0.027529253168764353,0.15655879322996077,0.30832640817164525,-0.023600003427531116
2007-10-23,0.4820361917243444,-0.3714867716925637,-0.09112951376361429,0.11992396479386092,0.3258771986540537,0.0360939002247527
2007-10-24,0.4729782902208672,-0.448493275569154,-0.085852885829471,0.08583756158452849,0.3489709249295022,0.09359108028198561
2007-10-25,0.44241030478796567,-0.6116262332378842,-0.020930938794134487,0.04289682074634838,0.35498633556489895,0.07277790598712562
2007-10-26,0.414615957128965,-0.8185316743725846,0.08347657753596037,0.09685380530328316,0.372208714472388,-0.032675565245043836
2007-10-29,0.3866311449109018,-0.9210903464696103,0.1298968368222963,0.0839406282114233,0.3573337344003312,-0.11114869894759899
2007-10-30,0.3617033626116115,-0.6397307710497022,0.07109950250786687,0.15930524485039235,0.36541262945167596,-0.2508620111243796
2007-10-31,0.3500716823531515,-0.7717118878309257,0.08151973891971698,0.006050801552653824,0.3213076741933931,-0.1488716678792629
