Date,C0,C1,C2,C3,C4,C5
2003-07-17,2.164831987222281,0.4938126374028404,0.23118010021734997,-0.05415972623467577,0.06750910662442991,0.16662846845999243
2003-07-18,2.168477263486927,0.32146156499151457,0.15677212254279996,-0.0060012644173676405,-0.03295921565584746,0.17316948283310052
2003-07-21,2.173413404060016,0.36155602000615744,0.19640757699876069,-0.048200539151546574,-0.03301450615476816,0.13861103531925772
2003-07-22,2.175009254229142,0.2796418124989907,0.1362938563225618,-0.032857790640392175,-0.07430644282843932,0.12107602350271802
2003-07-23,2.1726175295297723,0.30757709838392716,0.14435064954808988,-0.051143015072242885,-0.06293510169156967,0.10732622825115426
2003-07-24,2.178635914871184,0.3324614892354272,0.19473604827691265,-0.0849947349970626,-0.0730450434421971,0.08988695981416603
2003-07-25,2.2049263677398745,0.21797057846108067,0.2977350147664075,-0.12237044843479282,-0.1625608032988357,0.10429172439493781
2003-07-28,2.211775169454236,0.10677397172334709,0.321063276329232,-0.09488653294309253,-0.258931668703932,0.10646062787154877
2003-07-29,2.21414809414665,0.1702717179534752,0.3819066605917847,-0.1387395463601679,-0.20465301447559486,0.07696406186633285
2003-07-30,2.2163057447321957,0.1766542892554023,0.3956936177302561,-0.14685586124015776,-0.19670610534704916,0.06054885378279986
2003-07-31,2.1983323641460824,0.09065480002573806,0.2433113041256654,-0.06953173022652381,-0.23540333482698736,0.05220934740939159
2003-08-01,2.1931481077215897,0.20855382925018998,0.2915651983835412,-0.13810305941224427,-0.1151268400377498,-0.008154132610500148
2003-08-04,2.1879865650351316,0.1411547153110833,0.2012500105463093,-0.11287425219097028,-0.1344714292654265,-0.037587436781137504
2003-08-05,2.186251662108197,0.1460339193078708,0.18193076895903304,-0.11521953271700856,-0.1352185586591491,-0.06768719614787566
2003-08-06,2.1947943834960997,0.06523273796850318,0.18372060048183322,-0.11754053422233565,-0.19025235276686117,-0.06928833481551852
2003-08-07,2.184523946447386,-0.06499691691458157,0.016054488995713503,-0.006484235420875667,-0.27937053692248925,-0.03298298544768893
2003-08-08,2.1576101956760407,-0.10327580791678823,-0.09699391518496919,0.05699077036443774,-0.2479587771695695,-0.030002176136787326
2003-08-11,2.141712494158532,-0.04327828336619786,-0.14700998613397445,0.023962153994513048,-0.1546699517172143,-0.07445280741776734
2003-08-12,2.128539261675648,-0.09153270655827561,-0.21484369795422073,0.03232050816807638,-0.16503614862793242,-0.10659462389702985
2003-08-13,2.124321679099574,-0.07667348557643784,-0.211743283883897,0.006656688345258848,-0.14017351977845968,-0.1406790953104113
2003-08-14,2.1172795094124224,-0.11940839804169946,-0.23480902324680356,0.011004901547595609,-0.13434349362058842,-0.14105493373721334
2003-08-15,2.117468593996673,-0.1152533659933389,-0.2023332826958668,-0.012537117185833125,-0.12137867312583718,-0.14829938807297846
2003-08-18,2.1243039662759124,-0.18646776221194092,-0.1173631431960427,-0.01659196765564415,-0.14725287296863324,-0.12009551049173142
2003-08-19,2.1394058623067544,-0.19388355389308312,0.01066591657721564,-0.059176140830242294,-0.1636100824757385,-0.10017203920900844
2003-08-20,2.1617683171572217,-0.23015559501895436,0.17384109299326386,-0.11083487256093094,-0.20262790386438057,-0.043171625087155004
2003-08-21,2.163860617339406,-0.309033550833435,0.18672821540179002,-0.11614308089268552,-0.23456440918355287,-0.04017852178027319
2003-08-22,2.163794190514255,-0.20028820890023175,0.24768004124543225,-0.16956689766593647,-0.19507385689003873,-0.05982595503608705
2003-08-25,2.1548023044311506,-0.15038472476412926,0.19442314440882627,-0.1839688626695085,-0.13676912575459413,-0.08349247598091496
2003-08-26,2.1476994453560128,-0.13242957243764805,0.16513739632217153,-0.20107042071781078,-0.12741793534208842,-0.1145573082711465
2003-08-27,2.1347208147543704,-0.23087796454647896,0.062091341207652195,-0.10540360097071104,-0.2080860875770473,-0.09384625068538971
2003-08-28,2.1134200992723824,-0.22945542221904522,-0.03860655381423818,-0.06029118080234736,-0.17710187308667794,-0.09597118442668055
2003-08-29,2.1139478762830106,-0.2812282425639696,-0.0313511805007082,-0.07679541275947191,-0.1989982314420152,-0.11915615466135147
2003-09-02,2.0856221162723334,-0.2607353829178321,-0.16415443415853492,-0.0345588834733375,-0.1402682164827458,-0.13376640348789717
2003-09-03,2.066978897394054,-0.26285584078097946,-0.21511007247086975,-0.0023874370120256653,-0.10761337430925486,-0.11983780269523195
2003-09-04,2.058058703937829,-0.2579457328847635,-0.2051964822729079,0.006847551001851651,-0.07479062694175978,-0.10004550999472052
2003-09-05,2.0631843912110686,-0.20588404924787623,-0.09619633143164148,-0.02743482903570479,-0.048146395920543844,-0.07218632829091329
2003-09-08,2.0598110750180365,-0.27669766845526994,-0.115198165143045,-0.0016931203669368056,-0.07209128296761254,-0.030880730206478565
2003-09-09,2.0716872668727633,-0.23840679763587852,0.014936332443901044,-0.050573755219519616,-0.0703417415417747,-0.002367275175776201
2003-09-10,2.082587692996591,-0.23411080508263746,0.10296365680875179,-0.0759279049560858,-0.07178340516536179,0.02689695221480373
2003-09-11,2.092793648612033,-0.25961706339552404,0.19214040504576138,-0.08971155960105179,-0.09350465057146438,0.07331218802913785
